SKU,Name,Category,Market,Weight,Height,Width,Length,Barcode,Price EU RRP,Your Cost
MMHOSE-INT-97BK,"Acura Integra Silicone Radiator Hose Kit, 1994-2001, Black",Hoses & Couplers,Sport Compact,3.33,3,8,23,748354809879,109.81,60.40
MMHOSE-IS300-01BK,"Lexus IS300 Silicone Radiator Hose Kit, 2001-2005, Black",Hoses & Couplers,Sport Compact,7.45,5.5,10,22.5,748666003255,122.75,67.51
MMHOSE-IS300-01BL,"Lexus IS300 Silicone Radiator Hose Kit, 2001-2005, Blue",Hoses & Couplers,Sport Compact,7.45,5.5,10,22.5,748666003262,122.75,67.51
MMHOSE-IS300-01RD,"Lexus IS300 Silicone Radiator Hose Kit, 2001-2005, Red",Hoses & Couplers,Sport Compact,7.45,5.5,10,22.5,748666003279,122.75,67.51
MMHOSE-MIA-16BK,"Mazda Miata Silicone Radiator Hose Kit, 2016+, Black",Hoses & Couplers,Sport Compact,6.07,12,4,21,748354035490,170.39,93.71
MMHOSE-MIA-16BL,"Mazda Miata Silicone Radiator Hose Kit, 2016+, Blue",Hoses & Couplers,Sport Compact,6.07,12,4,21,748354035513,170.39,93.71
MMHOSE-MIA-16RD,"Mazda Miata Silicone Radiator Hose Kit, 2016+, Red",Hoses & Couplers,Sport Compact,6.07,12,4,21,748354035506,170.39,93.71
MMHOSE-MIA-90BK,"Mazda Miata Silicone Radiator Hose Kit, 1990-1993, Black",Hoses & Couplers,Sport Compact,2.42,3.5,8.5,13.5,748354799590,93.71,51.54
MMHOSE-MIA-90BL,"Mazda Miata Silicone Radiator Hose Kit, 1990-1993, Blue",Hoses & Couplers,Sport Compact,2.42,3.5,8.5,13.5,748354799583,93.71,51.54
MMHOSE-MIA-90HHBK,"Mazda Miata Silicone Heater Hose Kit, 1990-1991, Black",Hoses & Couplers,Sport Compact,4.37,3,11,22,748354799873,69.22,38.07
MMHOSE-MIA-90RD,"Mazda Miata Silicone Radiator Hose Kit, 1990-1993, Red",Hoses & Couplers,Sport Compact,2.42,3.5,8.5,13.5,748354799576,93.71,51.54
MMHOSE-MIA-94BK,"Mazda Miata Silicone Radiator Hose Kit, 1994-1997, Black",Hoses & Couplers,Sport Compact,4.43,3.5,10,21,748354801149,92.77,51.02
MMHOSE-MIA-94BL,"Mazda Miata Silicone Radiator Hose Kit, 1994-1997, Blue",Hoses & Couplers,Sport Compact,4.37,3,11,22,748354801156,92.77,51.02
MMHOSE-MIA-94HHBK,"Mazda Miata Silicone Heater Hose Kit, 1994-1997, Black",Hoses & Couplers,Sport Compact,2.42,3.5,8.5,13.5,748354799897,69.22,38.07
MMHOSE-MIA-94RD,"Mazda Miata Silicone Radiator Hose Kit, 1994-1997, Red",Hoses & Couplers,Sport Compact,4.43,3.5,10,21,748354801163,92.77,51.02
MMHOSE-MIA-99BK,"Mazda Miata Silicone Radiator Hose Kit, 1999-2005, Black",Hoses & Couplers,Sport Compact,7.29,5.5,10,22,748354799569,77.62,42.69
MMHOSE-MIA-99BL,"Mazda Miata Silicone Radiator Hose Kit, 1999-2005, Blue",Hoses & Couplers,Sport Compact,7.29,5.5,10,22,748354799552,77.62,42.69
MMHOSE-MIA-99RD,"Mazda Miata Silicone Radiator Hose Kit, 1999-2005, Red",Hoses & Couplers,Sport Compact,4.43,3.5,10,21,748354799545,77.62,42.69
MMHOSE-MK7-15RRBK,"15+ VW GTI/TSI/R / 15+ Audi A3 Coolant Re-Route Hose, Black",Hoses & Couplers,European,0.07,2,0.5,12,840197706053,28.09,15.45
MMHOSE-MR2-90BK,"Toyota MR2 Turbo Silicone Radiator Hose Kit, 1990-1997, Black",Hoses & Couplers,Sport Compact,4.43,3.5,10,21,748354807363,121.17,66.64
MMHOSE-MR2-90BL,"Toyota MR2 Turbo Silicone Radiator Hose Kit, 1990-1997, Blue",Hoses & Couplers,Sport Compact,4.43,3.5,10,21,748354807370,121.17,66.64
MMHOSE-MR2-90RD,"Toyota MR2 Turbo Silicone Radiator Hose Kit, 1990-1997, Red",Hoses & Couplers,Sport Compact,3.52,3,9.5,20.5,748354807387,121.17,66.64
MMHOSE-MS3-07BK,"Mazda Mazdaspeed3 Silicone Radiator Hose Kit, 2007-2009, Black",Hoses & Couplers,Sport Compact,9.87,6,13,21,748354023428,214.88,118.18
MMHOSE-MS3-07BL,"Mazda Mazdaspeed3 Silicone Radiator Hose Kit, 2007-2009, Blue",Hoses & Couplers,Sport Compact,9.87,6,13,21,748354023435,214.88,118.18
MMHOSE-MS3-07RD,"Mazda Mazdaspeed3 Silicone Radiator Hose Kit, 2007-2009, Red",Hoses & Couplers,Sport Compact,9.87,6,13,21,748354023442,214.88,118.18
MMHOSE-MS3-07TIHBK,"Mazda Mazdaspeed3 Silicone Induction Hose, 2007-2009, Black",Hoses & Couplers,Sport Compact,6.07,4,12,21,748354035735,170.39,93.71
MMHOSE-MS3-07TIHBL,"Mazda Mazdaspeed3 Silicone Induction Hose, 2007-2009, Blue",Hoses & Couplers,Sport Compact,6.07,4,12,21,748354035742,170.39,93.71
MMHOSE-MS3-07TIHRD,"Mazda Mazdaspeed3 Silicone Induction Hose, 2007-2009, Red",Hoses & Couplers,Sport Compact,6.07,4,12,21,748354035759,170.39,93.71
MMHOSE-MS3-10BK,"Mazda Mazdaspeed3 Silicone Radiator Hose Kit, 2010-2013, Black",Hoses & Couplers,Sport Compact,8.93,6,13,19,748354023459,171.33,94.23
MMHOSE-MS3-10BL,"Mazda Mazdaspeed3 Silicone Radiator Hose Kit, 2010-2013, Blue",Hoses & Couplers,Sport Compact,8.93,6,13,19,748354023466,171.33,94.23
MMHOSE-MS3-10RD,"Mazda Mazdaspeed3 Silicone Radiator Hose Kit, 2010-2013, Red",Hoses & Couplers,Sport Compact,8.93,6,13,19,748354023473,171.33,94.23
MMHOSE-MUS-05BK,"Ford Mustang GT Silicone Radiator Hose Kit, 2005-2006, Black",Hoses & Couplers,Modern Muscle,4.43,3.5,10,21,748354798081,86.14,47.38
MMHOSE-MUS-05BL,"Ford Mustang GT Silicone Radiator Hose Kit, 2005-2006, Blue",Hoses & Couplers,Modern Muscle,4.37,3,11,22,748354798098,86.14,47.38
MMHOSE-MUS-05RD,"Ford Mustang GT Silicone Radiator Hose Kit, 2005-2006, Red",Hoses & Couplers,Modern Muscle,4.43,3.5,10,21,748354798104,86.14,47.38
MMHOSE-MUS4-15ANCBK,"2015-2017 Ford Mustang Ecoboost Silicone ANC Hoses, Black",Hoses & Couplers,Modern Muscle,9.11,12,6,21,748354026016,207.30,114.02
MMHOSE-MUS4-15ANCBL,"2015-2017 Ford Mustang Ecoboost Silicone ANC Hoses, Blue",Hoses & Couplers,Modern Muscle,9.11,12,6,21,748354026023,207.30,114.02
MMHOSE-MUS4-15ANCRD,"2015-2017 Ford Mustang Ecoboost Silicone ANC Hoses, Red",Hoses & Couplers,Modern Muscle,9.11,12,6,21,748354026030,207.30,114.02
MMHOSE-MUS4-15BK,"2015-2017 Ford Mustang Ecoboost Silicone Rad Hoses, Black",Hoses & Couplers,Modern Muscle,4.55,12,3,21,748354018035,130.63,71.85
MMHOSE-MUS4-15BL,"2015-2017 Ford Mustang Ecoboost Silicone Rad Hoses, Blue",Hoses & Couplers,Modern Muscle,4.55,12,3,21,748354018042,130.63,71.85
MMHOSE-MUS4-15RD,"2015-2017 Ford Mustang Ecoboost Silicone Rad Hoses, Red",Hoses & Couplers,Modern Muscle,4.55,12,3,21,748354018059,130.63,71.85
MMHOSE-MUS8-15ANCBK,"Ford Mustang GT Silicone Ancillary Hose Kit, 2015+, Black",Hoses & Couplers,Modern Muscle,9.11,12,6,21,748354030549,78.57,43.21
MMHOSE-MUS8-15ANCBL,"Ford Mustang GT Silicone Ancillary Hose Kit, 2015+, Blue",Hoses & Couplers,Modern Muscle,9.11,12,6,21,748354030556,78.57,43.21
MMHOSE-MUS8-15ANCRD,"Ford Mustang GT Silicone Ancillary Hose Kit, 2015+, Red",Hoses & Couplers,Modern Muscle,9.11,12,6,21,748354030563,78.57,43.21
MMHOSE-MUS8-15IHBK,"2015-2017 Ford Mustang GT Silicone Induction Hose, Black",Hoses & Couplers,Modern Muscle,7.59,12,5,21,748354031409,137.25,75.49
MMHOSE-MUS8-15IHBL,"2015-2017 Ford Mustang GT Silicone Induction Hose, Blue",Hoses & Couplers,Modern Muscle,7.59,12,5,21,748354031416,137.25,75.49
MMHOSE-MUS8-15IHRD,"2015-2017 Ford Mustang GT Silicone Induction Hose, Red",Hoses & Couplers,Modern Muscle,7.59,12,5,21,748354031423,137.25,75.49
MMHOSE-MUS8-15LBK,"2015-2017 Ford Mustang GT Silicone Lower Rad Hose, Black",Hoses & Couplers,Modern Muscle,9.11,12,6,21,748354031454,177.01,97.36
MMHOSE-MUS8-15LBL,"2015-2017 Ford Mustang GT Silicone Lower Rad Hose, Blue",Hoses & Couplers,Modern Muscle,9.11,12,6,21,748354031461,177.01,97.36
MMHOSE-MUS8-15LRD,"2015-2017 Ford Mustang GT Silicone Lower Rad Hose, Red",Hoses & Couplers,Modern Muscle,9.11,12,6,21,748354031478,177.01,97.36
MMHOSE-MUS8-15UBK,"2015-2017 Ford Mustang GT Silicone Upper Rad Hose, Black",Hoses & Couplers,Modern Muscle,9.11,12,6,21,748354030570,86.14,47.38
MMHOSE-MUS8-15UBL,"2015-2017 Ford Mustang GT Silicone Upper Rad Hose, Blue",Hoses & Couplers,Modern Muscle,9.11,12,6,21,748354030587,86.14,47.38
MMHOSE-MUS8-15URD,"2015-2017 Ford Mustang GT Silicone Upper Rad Hose, Red",Hoses & Couplers,Modern Muscle,9.11,12,6,21,748354030594,86.14,47.38
MMHOSE-MUS-86BK,"Ford Mustang GT Silicone Radiator Hose Kit, 1986-1993, Black",Hoses & Couplers,Classic,6.63,10,5,22,748354798029,92.77,51.02
MMHOSE-MUS-86BL,"Ford Mustang GT Silicone Radiator Hose Kit, 1986-1993, Blue",Hoses & Couplers,Classic,7.29,10,5.5,22,748354798036,84.12,46.27
MMHOSE-MUS-86RD,"Ford Mustang GT Silicone Radiator Hose Kit, 1986-1993, Red",Hoses & Couplers,Classic,4.37,3,11,22,748354798043,92.77,51.02
MMHOSE-MUS-94BK,"Ford Mustang GT Silicone Radiator Hose Kit, 1994-1995, Black",Hoses & Couplers,Classic,7.29,5.5,10,22,748354800678,114.53,62.99
MMHOSE-MUS-94BL,"Ford Mustang GT Silicone Radiator Hose Kit, 1994-1995, Blue",Hoses & Couplers,Classic,4.43,3.5,10,21,748354800685,105.93,58.26
MMHOSE-MUS-94RD,"Ford Mustang GT Silicone Radiator Hose Kit, 1994-1995, Red",Hoses & Couplers,Classic,4.43,3.5,10,21,748354800692,103.85,57.12
MMHOSE-MUS-96BK,"Ford Mustang GT Silicone Radiator Hose Kit, 2001-2004, Black",Hoses & Couplers,Classic,8.75,4,11,33,748354798050,105.93,58.26
MMHOSE-MUS-96BL,"Ford Mustang GT Silicone Radiator Hose Kit, 2001-2004, Blue",Hoses & Couplers,Classic,4.43,3.5,10,21,748354798067,105.93,58.26
MMHOSE-MUS-96RD,"Ford Mustang GT Silicone Radiator Hose Kit, 2001-2004, Red",Hoses & Couplers,Classic,4.43,3.5,10,21,748354798074,105.93,58.26
MMHOSE-PRE-97BK,"Honda Prelude Silicone Radiator Hose Kit, 1997-2001, Black",Hoses & Couplers,Sport Compact,4.37,3,11,22,748354800616,103.17,56.74
MMHOSE-PRE-97BL,"Honda Prelude Silicone Radiator Hose Kit, 1997-2001, Blue",Hoses & Couplers,Sport Compact,6.63,5,10,22,748354800623,103.17,56.74
MMHOSE-PRE-97RD,"Honda Prelude Silicone Radiator Hose Kit, 1997-2001, Red",Hoses & Couplers,Sport Compact,7.29,5.5,10,22,748354800630,103.17,56.74
MMHOSE-Q50-16ANCBK,"16+ Infiniti Q50/Q60 3.0T Ancillary Coolant Hose Kit, Black",Hoses & Couplers,Sport Compact,15.33,10,12,21.2,840197710524,78.03,42.92
MMHOSE-Q50-16ANCBL,"16+ Infiniti Q50/Q60 3.0T Ancillary Coolant Hose Kit, Blue",Hoses & Couplers,Sport Compact,15.33,10,12,21.2,840197710531,78.03,42.92
MMHOSE-Q50-16ANCRD,"16+ Infiniti Q50/Q60 3.0T Ancillary Coolant Hose Kit, Red",Hoses & Couplers,Sport Compact,15.33,10,12,21.2,840197710548,78.03,42.92
MMHOSE-Q50-16BK,"16+ Infiniti Q50/Q60 3.0T Silicone Coolant Hose Kit, Black",Hoses & Couplers,Sport Compact,15.33,10,12,21.2,840197710555,135.25,74.39
MMHOSE-Q50-16BL,"16+ Infiniti Q50/Q60 3.0T Silicone Coolant Hose Kit, Blue",Hoses & Couplers,Sport Compact,15.33,10,12,21.2,840197710562,135.25,74.39
MMHOSE-Q50-16RD,"16+ Infiniti Q50/Q60 3.0T Silicone Coolant Hose Kit, Red",Hoses & Couplers,Sport Compact,15.33,10,12,21.2,840197710579,135.25,74.39
MMHOSE-R35-09BK,"Nissan GT-R Silicone Radiator Hose Kit, 2009+, Black",Hoses & Couplers,Sport Compact,4.43,3.5,10,21,748354801309,103.17,56.74
MMHOSE-RGR-11BK,"2011+ Ford Ranger 3.2L Diesel Silicone Hose Kit, Black",Hoses & Couplers,Trucks - Diesel,7.02,5.3,10,22,811580037023,152.19,83.70
MMHOSE-RGR-11BL,"2011+ Ford Ranger 3.2L Diesel Silicone Hose Kit, Blue",Hoses & Couplers,Trucks - Diesel,7.02,5.3,10,22,811580037030,152.19,83.70
MMHOSE-RGR-11RD,"2011+ Ford Ranger 3.2L Diesel Silicone Hose Kit, Red",Hoses & Couplers,Trucks - Diesel,7.02,5.3,10,22,811580037047,152.19,83.70
MMHOSE-RHD-32BK,"Nissan Skyline R32 GTR Silicone Radiator Hose Kit, 1989-1994, Black",Hoses & Couplers,Sport Compact,4.55,3,21,12,811580036859,124.95,68.72
MMHOSE-RHD-32BL,"Nissan Skyline R32 GTR Silicone Radiator Hose Kit, 1989-1994, Blue",Hoses & Couplers,Sport Compact,4.55,3,21,12,811580036866,124.95,68.72
MMHOSE-RHD-32RD,"Nissan Skyline R32 GTR Silicone Radiator Hose Kit, 1989-1994, Red",Hoses & Couplers,Sport Compact,4.55,3,21,12,811580036873,124.95,68.72
MMHOSE-RHD-33BK,"Nissan Skyline R33/34 GTR Silicone Radiator Hose Kit, 1995-2002, Black",Hoses & Couplers,Sport Compact,4.55,3,21,12,811580036828,124.95,68.72
MMHOSE-RHD-33BL,"Nissan Skyline R33/34 GTR Silicone Radiator Hose Kit, 1995-2002, Blue",Hoses & Couplers,Sport Compact,4.55,3,21,12,811580036835,124.95,68.72
MMHOSE-RHD-33RD,"Nissan Skyline R33/34 GTR Silicone Radiator Hose Kit, 1995-2002, Red",Hoses & Couplers,Sport Compact,4.55,3,21,12,811580036842,124.95,68.72
MMHOSE-RS-16BK,"Ford Focus RS Silicone Radiator Hose Kit, 2016-2018, Black",Hoses & Couplers,Sport Compact,4,2,12,21,748354034929,207.30,114.02
MMHOSE-RS-16NB,"Ford Focus RS Silicone Radiator Hose Kit, 2016-2018, Nitrous Blue",Hoses & Couplers,Sport Compact,3.04,2,12,21,748354034950,200.45,110.25
MMHOSE-RS-16RD,"Ford Focus RS Silicone Radiator Hose Kit, 2016-2018, Red",Hoses & Couplers,Sport Compact,4,2,12,21,748354034943,207.30,114.02
MMHOSE-RSX-02BK,"Acura RSX Silicone Radiator Hose Kit, 2002-2006, Black",Hoses & Couplers,Sport Compact,2.42,3.5,8.5,13.5,748354799903,61.94,34.07
MMHOSE-RSX-02BL,"Acura RSX Silicone Radiator Hose Kit, 2002-2006, Blue",Hoses & Couplers,Sport Compact,2.42,3.5,8.5,13.5,748354799910,61.94,34.07
MMHOSE-RSX-02RD,"Acura RSX Silicone Radiator Hose Kit, 2002-2006, Red",Hoses & Couplers,Sport Compact,4.37,3,11,22,748354799927,61.94,34.07
MMHOSE-RX7-93BK,"Mazda RX-7 Silicone Radiator Hose Kit, 1993-1997, Black",Hoses & Couplers,Sport Compact,7.29,5.5,10,22,748354798296,104.13,57.27
MMHOSE-RX7-93BL,"Mazda RX-7 Silicone Radiator Hose Kit, 1993-1997, Blue",Hoses & Couplers,Sport Compact,7.29,5.5,10,22,748354798302,104.13,57.27
MMHOSE-RX8-03BK,"Mazda RX-8 Silicone Radiator Hose Kit, 2004-2008, Black",Hoses & Couplers,Sport Compact,4.64,3.5,10,22,748354800296,116.43,64.04
MMHOSE-RX8-03BL,"Mazda RX-8 Silicone Radiator Hose Kit, 2004-2008, Blue",Hoses & Couplers,Sport Compact,4.43,3.5,10,21,748354800302,116.43,64.04
MMHOSE-RX8-03RD,"Mazda RX-8 Silicone Radiator Hose Kit, 2004-2008, Red",Hoses & Couplers,Sport Compact,4.37,3,11,22,748354800319,116.43,64.04
MMHOSE-RX-LSBK,"Mazda RX-7 w/ LS Silicone Radiator Hose Kit, 1993-1997, Black",Hoses & Couplers,Sport Compact,4.37,3,11,22,748354802108,94.42,51.93
MMHOSE-RX-LSBL,"Mazda RX-7 w/ LS Silicone Radiator Hose Kit, 1993-1997, Blue",Hoses & Couplers,Sport Compact,4.43,3.5,10,21,748354802115,93.50,51.43
MMHOSE-S2K-00BK,"Honda S2000 Silicone Radiator Hose Kit, 2000-2009, Black",Hoses & Couplers,Sport Compact,4.37,3,11,22,748354798265,106.01,58.31
MMHOSE-S2K-00BL,"Honda S2000 Silicone Radiator Hose Kit, 2000-2009, Blue",Hoses & Couplers,Sport Compact,6.96,5.5,10,21,748354798272,106.01,58.31
MMHOSE-S2K-00IHBK,"Honda S2000 Silicone Induction Hose, 2000-2005, Black",Hoses & Couplers,Sport Compact,6.07,4,12,21,748354035674,113.59,62.47
MMHOSE-S2K-00IHBL,"Honda S2000 Silicone Induction Hose, 2000-2005, Blue",Hoses & Couplers,Sport Compact,6.07,4,12,21,748354035681,113.59,62.47
MMHOSE-S2K-00IHRD,"Honda S2000 Silicone Induction Hose, 2000-2005, Red",Hoses & Couplers,Sport Compact,6.07,4,12,21,748354035698,113.59,62.47
MMHOSE-S2K-00RD,"Honda S2000 Silicone Radiator Hose Kit, 2000-2009, Red",Hoses & Couplers,Sport Compact,4.37,3,11,22,748354798289,106.01,58.31
MMHOSE-S4-97TBK,"Audi S4 Silicone Turbo Hose Kit, 1997-2002, Black",Hoses & Couplers,European,6.96,5.5,10,21,748354808483,385.27,211.90
MMHOSE-S4-97TBL,"Audi S4 Silicone Turbo Hose Kit, 1997-2002, Blue",Hoses & Couplers,European,6.96,5.5,10,21,748354808490,385.27,211.90
MMHOSE-S4-97TRD,"Audi S4 Silicone Turbo Hose Kit, 1997-2002, Red",Hoses & Couplers,European,6.96,5.5,10,21,748354808506,349.35,192.14
MMHOSE-SPY-00BK,"Toyota MR2 Silicone Radiator Hose Kit, 2000-2005, Black",Hoses & Couplers,Sport Compact,6.07,4,12,21,748354035704,147.67,81.22
MMHOSE-SPY-00BL,"Toyota MR2 Silicone Radiator Hose Kit, 2000-2005, Blue",Hoses & Couplers,Sport Compact,6.07,4,12,21,748354035711,147.67,81.22
MMHOSE-SPY-00RD,"Toyota MR2 Silicone Radiator Hose Kit, 2000-2005, Red",Hoses & Couplers,Sport Compact,6.07,4,12,21,748354035728,147.67,81.22
MMHOSE-STI-08BK,"08-14 Subaru WRX / 08+ STI Silicone Radiator Hose Kit, Black",Hoses & Couplers,Sport Compact,4.37,3,11,22,748354799521,71.96,39.58
MMHOSE-STI-08BL,"08-14 Subaru WRX / 08+ STI Silicone Radiator Hose Kit, Blue",Hoses & Couplers,Sport Compact,2.42,3.5,8.5,13.5,748354799514,71.96,39.58
MMHOSE-STI-08RD,"08-14 Subaru WRX / 08+ STI Silicone Radiator Hose Kit, Red",Hoses & Couplers,Sport Compact,4,3,8.5,14,748354799507,71.96,39.58
MMHOSE-SUB-08IHBK,"Subaru WRX Silicone Induction Hose, 2008-2014, Black",Hoses & Couplers,Sport Compact,4.34,6,8,15,748354015188,253.68,139.52
MMHOSE-SUB-08IHBL,"Subaru WRX Silicone Induction Hose, 2008-2014, Blue",Hoses & Couplers,Sport Compact,4.34,6,8,15,748354015195,253.68,139.52
MMHOSE-SUB-08IHRD,"Subaru WRX Silicone Induction Hose, 2008-2014, Red",Hoses & Couplers,Sport Compact,4.34,6,8,15,748354015201,253.68,139.52
MMHOSE-SUB-ANC4BK,"Subaru Impreza WRX/STI Silicone Ancillary Hose Kit, 2004-2007, Black",Hoses & Couplers,Sport Compact,1.73,2.5,8.5,13.5,748354808773,124.95,68.72
MMHOSE-SUB-ANC4BL,"Subaru Impreza WRX/STI Silicone Ancillary Hose Kit, 2004-2007, Blue",Hoses & Couplers,Sport Compact,2,2.5,8.5,13.5,748354808780,124.95,68.72
MMHOSE-SUB-ANC4RD,"Subaru Impreza WRX/STI Silicone Ancillary Hose Kit, 2004-2007, Red",Hoses & Couplers,Sport Compact,1.73,2.5,8.5,13.5,748354808797,124.95,68.72
MMHOSE-SUB-ANCBK,"Subaru WRX Silicone Ancillary Hose Kit, 2002-2005, Black",Hoses & Couplers,Sport Compact,3.8,3,10,21,748354803075,240.44,132.24
MMHOSE-SUB-ANCBL,"Subaru WRX Silicone Ancillary Hose Kit, 2002-2005, Blue",Hoses & Couplers,Sport Compact,3.8,3,10,21,748354803082,240.44,132.24
MMHOSE-SUB-ANCRD,"Subaru WRX Silicone Ancillary Hose Kit, 2002-2005, Red",Hoses & Couplers,Sport Compact,2.42,3.5,8.5,13.5,748354803099,240.44,132.24
MMHOSE-SUB-IHBK,"Subaru Impreza WRX/STI Silicone Induction Hose, 2002-2014, Black",Hoses & Couplers,Sport Compact,4.43,3.5,10,21,748666001268,273.56,150.46
MMHOSE-SUB-IHBL,"Subaru Impreza WRX/STI Silicone Induction Hose, 2002-2014, Blue",Hoses & Couplers,Sport Compact,4.43,3.5,10,21,748666001275,273.56,150.46
MMHOSE-SUB-IHRD,"Subaru Impreza WRX/STI Silicone Induction Hose, 2002-2014, Red",Hoses & Couplers,Sport Compact,4.43,3.5,10,21,748666001251,273.56,150.46
MMHOSE-SUB-INT6BK,"Subaru Impreza WRX Silicone Intercooler Hoses, 2006-2007, Black",Hoses & Couplers,Sport Compact,4.37,11,3,22,748354811384,121.17,66.64
MMHOSE-SUB-INT6BL,"Subaru Impreza WRX Silicone Intercooler Hoses, 2006-2007, Blue",Hoses & Couplers,Sport Compact,4.37,11,3,22,748354811391,121.17,66.64
MMHOSE-SUB-INT6RD,"Subaru Impreza WRX Silicone Intercooler Hoses, 2006-2007, Red",Hoses & Couplers,Sport Compact,4.43,3.5,10,21,748354811407,121.17,66.64
MMHOSE-SUB-INTBK,"Subaru WRX Silicone Intercooler Hoses, 2002-2005, Black",Hoses & Couplers,Sport Compact,5,10,3.5,21,748354803105,104.13,57.27
MMHOSE-SUB-INTBL,"Subaru WRX Silicone Intercooler Hoses, 2002-2005, Blue",Hoses & Couplers,Sport Compact,4.43,3.5,10,21,748354803112,104.13,57.27
MMHOSE-SUB-INTRD,"Subaru WRX Silicone Intercooler Hoses, 2002-2005, Red",Hoses & Couplers,Sport Compact,4.43,3.5,10,21,748354803129,104.13,57.27
MMHOSE-SUB-ITBBK,"Subaru WRX Silicone Throttle Body Hose, 2008+, Black",Hoses & Couplers,Sport Compact,0.4,3,3.25,4.25,748354009880,52.83,29.06
MMHOSE-SUB-ITBBL,"Subaru WRX Silicone Throttle Body Hose, 2008+, Blue",Hoses & Couplers,Sport Compact,0.4,3,3.25,4.25,748354009897,52.83,29.06
MMHOSE-SUB-ITBRD,"Subaru WRX Silicone Throttle Body Hose, 2008+, Red",Hoses & Couplers,Sport Compact,0.4,3,3.25,4.25,748354009903,52.83,29.06
MMHOSE-SUBJ-INT4BK,"Subaru WRX STI Silicone Intercooler Hoses, 2004-2007, Black",Hoses & Couplers,Sport Compact,4.43,3.5,10,21,748354809756,99.11,54.51
MMHOSE-SUBJ-INT4BL,"Subaru WRX STI Silicone Intercooler Hoses, 2004-2007, Blue",Hoses & Couplers,Sport Compact,3.8,3,10,21,748354809763,99.11,54.51
MMHOSE-SUBJ-INT4RD,"Subaru WRX STI Silicone Intercooler Hoses, 2004-2007, Red",Hoses & Couplers,Sport Compact,3.8,3,10,21,748354809770,99.11,54.51
MMHOSE-SUP-86BK,"Toyota Supra Silicone Radiator Hose Kit, 1986-1992, Black",Hoses & Couplers,Sport Compact,6.07,12,4,21,748354022421,142.93,78.61
MMHOSE-SUP-86BL,"Toyota Supra Silicone Radiator Hose Kit, 1986-1992, Blue",Hoses & Couplers,Sport Compact,6.07,12,4,21,748354022438,142.93,78.61
MMHOSE-SUP-86HHBK,"Toyota Supra Silicone Heater Hose Kit, 1986-1992, Black",Hoses & Couplers,Sport Compact,2.59,2,10,21.5,748354800326,61.94,34.07
MMHOSE-SUP-86RD,"Toyota Supra Silicone Radiator Hose Kit, 1986-1992, Red",Hoses & Couplers,Sport Compact,6.07,12,4,21,748354022445,142.93,78.61
MMHOSE-SUP-93BK,"Toyota Supra Silicone Radiator Hose Kit, 1993-1998, Black",Hoses & Couplers,Sport Compact,7.29,5.5,10,22,748354798555,92.77,51.02
MMHOSE-SUP-93BL,"Toyota Supra Silicone Radiator Hose Kit, 1993-1998, Blue",Hoses & Couplers,Sport Compact,4.43,3.5,10,21,748354798562,92.77,51.02
MMHOSE-SVT-02BK,"Ford Focus SVT Silicone Radiator Hose Kit, 2002-2004, Black",Hoses & Couplers,Sport Compact,4.64,3.5,10,22,748354808513,250.84,137.96
MMHOSE-SVT-02BL,"Ford Focus SVT Silicone Radiator Hose Kit, 2002-2004, Blue",Hoses & Couplers,Sport Compact,6.63,5,10,22,748354808520,250.84,137.96
MMHOSE-SVT-02RD,"Ford Focus SVT Silicone Radiator Hose Kit, 2002-2004, Red",Hoses & Couplers,Sport Compact,6,3,10,32,748354808537,250.84,137.96
MMHOSE-TIB-03BK,"Hyundai Tiburon GT Silicone Radiator Hose Kit, 2003-2008, Black",Hoses & Couplers,Sport Compact,4.43,3.5,10,21,748354805369,105.80,58.19
MMHOSE-TINY-01BK,"Mini Cooper S Silicone Radiator Hose Kit, 2002-2008, Black",Hoses & Couplers,European,6.63,5,10,22,748354811353,149.57,82.26
MMHOSE-TINY-01BL,"Mini Cooper S Silicone Radiator Hose Kit, 2002-2008, Blue",Hoses & Couplers,European,6.63,5,10,22,748354811360,149.57,82.26
MMHOSE-TINY-01RD,"Mini Cooper S Silicone Radiator Hose Kit, 2002-2008, Red",Hoses & Couplers,European,6.63,5,10,22,748354811377,149.57,82.26
MMHOSE-TINY-07BK,"Mini Cooper S Silicone Radiator Hose Kit, 2007-2011, Black",Hoses & Couplers,European,6.63,5,10,22,748666003750,234.76,129.12
MMHOSE-TINY-07BL,"Mini Cooper S Silicone Radiator Hose Kit, 2007-2011, Blue",Hoses & Couplers,European,6.63,5,10,22,748666003736,234.76,129.12
MMHOSE-TINY-07RD,"Mini Cooper S Silicone Radiator Hose Kit, 2007-2011, Red",Hoses & Couplers,European,6.63,5,10,22,748666003743,234.76,129.12
MMHOSE-TT-99BK,"Audi TT Silicone Radiator Hose Kit, 2000-2006, Black",Hoses & Couplers,European,2,3,8,13,748354797930,69.22,38.07
MMHOSE-TT-99BL,"Audi TT Silicone Radiator Hose Kit, 2000-2006, Blue",Hoses & Couplers,European,4.43,3.5,10,21,748354797947,69.22,38.07
MMHOSE-TT-99RD,"Audi TT Silicone Radiator Hose Kit, 2000-2006, Red",Hoses & Couplers,European,4.43,3.5,10,21,748354797954,69.22,38.07
MMHOSE-UNI-102RD,"Universal Silicone Hoses, 1.02"" Diameter, Red",Hoses & Couplers,Universal,4.37,3,11,22,748354804003,71.25,39.18
