SKU,Name,Category,Market,Weight,Height,Width,Length,Barcode,Price EU RRP,Your Cost
MMFT-RED-0610,"Aluminum -6AN to -10AN Reducer Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197702789,7.28,4.00
MMFT-RED-0810,"Aluminum -8AN to -10AN Reducer Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197702796,3.12,1.72
MMFT-RED-1012,"Aluminum -10AN to -12AN Reducer Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197702802,5.20,2.86
MMFT-RPF-04,"Replacement -04AN PTFE Fitting Ferrules, 5 pack",Oil Cooler Kits & Components,Universal,0.05,1,3,3,840197708040,6.24,3.43
MMFT-RPF-06,"Replacement -06AN PTFE Fitting Ferrules, 5 pack",Oil Cooler Kits & Components,Universal,0.05,1,3,3,840197708057,8.32,4.58
MMFT-RPF-08,"Replacement -08AN PTFE Fitting Ferrules, 5 pack",Oil Cooler Kits & Components,Universal,0.05,1,3,3,840197708064,8.32,4.58
MMFT-SW-04-180,"Aluminum -4AN 180 Degree Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197702413,9.36,5.15
MMFT-SW-04-45,"Aluminum -4AN 45 Degree Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197702390,11.44,6.29
MMFT-SW-04-90,"Aluminum -4AN 90 Degree Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197702406,9.36,5.15
MMFT-SW-04P-180,"Aluminum PTFE -4AN 180 Degree Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197707760,14.57,8.01
MMFT-SW-04P-45,"Aluminum PTFE -4AN 45 Degree Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197707708,13.53,7.44
MMFT-SW-04P-90,"Aluminum PTFE -4AN 90 Degree Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197707739,13.53,7.44
MMFT-SW-04P-ST,"Aluminum PTFE -4AN Straight Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197707678,5.20,2.86
MMFT-SW-04-ST,"Aluminum -4AN Straight, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197702383,5.20,2.86
MMFT-SW-06-180,"Aluminum -6AN 180 Degree Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197702451,8.32,4.58
MMFT-SW-06-45,"Aluminum -6AN 45 Degree Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197702437,8.32,4.58
MMFT-SW-06-90,"Aluminum -6AN 90 Degree Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197702444,9.36,5.15
MMFT-SW-06P-180,"Aluminum PTFE -6AN 180 Degree Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197707777,17.69,9.73
MMFT-SW-06P-45,"Aluminum PTFE -6AN 45 Degree Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197707715,16.65,9.16
MMFT-SW-06P-90,"Aluminum PTFE -6AN 90 Degree Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197707746,16.65,9.16
MMFT-SW-06P-ST,"Aluminum PTFE -6AN Straight Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197707685,6.24,3.43
MMFT-SW-06-ST,"Aluminum -6AN Straight, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197702420,7.28,4.00
MMFT-SW-08-180,"Aluminum -8AN 180 Degree Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197702499,16.65,9.16
MMFT-SW-08-45,"Aluminum -8AN 45 Degree Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197702475,9.36,5.15
MMFT-SW-08-90,"Aluminum -8AN 90 Degree Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197702482,13.53,7.44
MMFT-SW-08P-180,"Aluminum PTFE -8AN 180 Degree Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197707784,19.77,10.87
MMFT-SW-08P-45,"Aluminum PTFE -8AN 45 Degree Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197707722,18.73,10.30
MMFT-SW-08P-90,"Aluminum PTFE -8AN 90 Degree Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197707753,18.73,10.30
MMFT-SW-08P-ST,"Aluminum PTFE -8AN Straight Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197707692,7.28,4.00
MMFT-SW-08-ST,"Aluminum -8AN Straight Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197702468,9.36,5.15
MMFT-SW-10-180,"Aluminum -10AN 180 Degree Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197702536,19.77,10.87
MMFT-SW-10-45,"Aluminum -10AN 45 Degree Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197702512,11.44,6.29
MMFT-SW-10-90,"Aluminum -10AN 90 Degree Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197702529,11.44,6.29
MMFT-SW-10-ST,"Aluminum -10AN Straight Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197702505,8.32,4.58
MMFT-SW-12-180,"Aluminum -12AN 180 Degree Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197702574,22.89,12.59
MMFT-SW-12-45,"Aluminum -12AN 45 Degree Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197702550,16.65,9.16
MMFT-SW-12-90,"Aluminum -12AN 90 Degree Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197702567,16.65,9.16
MMFT-SW-12-ST,"Aluminum -12AN Straight Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197702543,11.44,6.29
MMFT-UN-04,"Aluminum -4AN Union Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197702710,3.12,1.72
MMFT-UN-06,"Aluminum -6AN Union Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197702727,3.12,1.72
MMFT-UN-08,"Aluminum -8AN Union Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197702734,5.20,2.86
MMFT-UN-10,"Aluminum -10AN Union Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197702741,5.20,2.86
MMFT-UN-12,"Aluminum -12AN Union Fitting, Black",Oil Cooler Kits & Components,Universal,0.14,1.5,4,4,840197702758,5.20,2.86
MMFW-LG-6BK,"Fender Washer Kit, Large, 6pcs, Black",Accessories,Universal,0.04,1,1,7,840197704820,14.37,7.90
MMFW-LG-6BL,"Fender Washer Kit, Large, 6pcs, Blue",Accessories,Universal,0.04,1,1,7,840197704868,14.37,7.90
MMFW-LG-6GD,"Fender Washer Kit, Large, 6pcs, Gold",Accessories,Universal,0.04,1,1,7,840197704899,14.37,7.90
MMFW-LG-6GM,"Fender Washer Kit, Large, 6pcs, Gunmetal",Accessories,Universal,0.04,1,1,7,840197704844,14.37,7.90
MMFW-LG-6PR,"Fender Washer Kit, Large, 6pcs, Purple",Accessories,Universal,0.04,1,1,7,840197704882,14.37,7.90
MMFW-LG-6RD,"Fender Washer Kit, Large, 6pcs, Red",Accessories,Universal,0.04,1,1,7,840197704875,14.37,7.90
MMFW-LG-6SL,"Fender Washer Kit, Large, 6pcs, Silver",Accessories,Universal,0.04,1,1,7,840197704837,14.37,7.90
MMFW-SM-6BK,"Fender Washer Kit, Small, 6pcs, Black",Accessories,Universal,0.04,1,1,7,840197704745,14.37,7.90
MMFW-SM-6BL,"Fender Washer Kit, Small, 6pcs, Blue",Accessories,Universal,0.04,1,1,7,840197704783,14.37,7.90
MMFW-SM-6GD,"Fender Washer Kit, Small, 6pcs, Gold",Accessories,Universal,0.04,1,1,7,840197704813,14.37,7.90
MMFW-SM-6GM,"Fender Washer Kit, Small, 6pcs, Gunmetal",Accessories,Universal,0.04,1,1,7,840197704769,14.37,7.90
MMFW-SM-6PR,"Fender Washer Kit, Small, 6pcs, Purple",Accessories,Universal,0.04,1,1,7,840197704806,14.37,7.90
MMFW-SM-6RD,"Fender Washer Kit, Small, 6pcs, Red",Accessories,Universal,0.04,1,1,7,840197704790,14.37,7.90
MMFW-SM-6SL,"Fender Washer Kit, Small, 6pcs, Silver",Accessories,Universal,0.04,1,1,7,840197704752,14.37,7.90
MMGP-RS-16BK,"Ford Focus RS Gas Pedal Spacer, 2016-2018",Accessories,Sport Compact,1,2,2,8,748354033847,88.03,48.42
MMGRT-215,"Heat Defense Heat Protective Tape - 2"" x 15 Roll",Heat Protection,Universal,2,4,5,5,748354803310,33.70,18.54
MMGRT-235,"Heat Defense Heat Protective Tape - 2"" x 35 Roll",Heat Protection,Universal,2,4,5,5,748354803327,63.76,35.07
MMHE-F80-15,"BMW F80 M3/M4 Performance Heat Exchanger, 2015-2020",Radiators,European,13.49,20,4,28,811580037382,585.68,322.12
MMHE-G80-21AT,"2021+ BMW G8X M3/M4 Performance Heat Exchanger, Automatic",Radiators,European,25.84,22,6.5,30,840197718414,600.00,330.00
MMHE-G80-21MT,"2021+ BMW G8X M3/M4 Performance Heat Exchanger, Manual",Radiators,European,25.84,22,6.5,30,840197718421,646.00,355.30
MMHE-Q50-16,"Infiniti Q50/Q60 3.0T Performance Heat Exchanger, 2016+",Radiators,Sport Compact,13.49,20,4,28,811580036569,553.19,304.25
MMHE-SUP-20,20+ Toyota Supra Aluminum Heat Exchanger,Radiators,Sport Compact,23.86,6,22,30,840197700570,801.82,441.00
MMHOSE-10100BK,"Silicone Vacuum Hose, 10mm x 100cm, Black",Hoses & Couplers,Universal,3,2,11,18,748354801064,16.94,9.32
MMHOSE-10100BL,"Silicone Vacuum Hose, 10mm x 100cm, Blue",Hoses & Couplers,Universal,3,2,11,18,748354801040,16.94,9.32
MMHOSE-10100OR,"Silicone Vacuum Hose, 10mm x 100cm, Orange",Hoses & Couplers,Universal,3,2,11,18,748354801095,16.94,9.32
MMHOSE-10100RD,"Silicone Vacuum Hose, 10mm x 100cm, Red",Hoses & Couplers,Universal,3,2,11,18,748354801057,16.94,9.32
MMHOSE-240SX-89KABK,"Nissan 240SX w/ KA Silicone Radiator Hose Kit, 1989-1998, Black",Hoses & Couplers,Sport Compact,2.53,10,21,2,748354800647,86.67,47.67
MMHOSE-240SX-SRBK,"Nissan 240SX w/ SR20 Silicone Radiator Hose Kit, 1989-1998, Black",Hoses & Couplers,Sport Compact,7.29,5.5,10,22,748354798425,64.68,35.57
MMHOSE-240SX-SRBL,"Nissan 240SX w/ SR20 Silicone Radiator Hose Kit, 1989-1998, Blue",Hoses & Couplers,Sport Compact,6.63,5,10,22,748354798432,64.68,35.57
MMHOSE-240SX-SRRD,"Nissan 240SX w/ SR20 Silicone Radiator Hose Kit, 1989-1998, Red",Hoses & Couplers,Sport Compact,7.29,5.5,10,22,748354798449,64.68,35.57
MMHOSE-300ZX-90TBK,"Nissan 300ZX Turbo Silicone Radiator Hose Kit, 1990-1996, Black",Hoses & Couplers,Sport Compact,5.06,4,10,21,748354023183,142.93,78.61
MMHOSE-300ZX-90TBL,"Nissan 300ZX Turbo Silicone Radiator Hose Kit, 1990-1996, Blue",Hoses & Couplers,Sport Compact,5.06,4,10,21,748354023190,142.93,78.61
MMHOSE-300ZX-90THBK,"Nissan 300ZX Turbo Silicone Ancillary Hose Kit, 1990-1996, Black",Hoses & Couplers,Sport Compact,4.37,3,11,22,748354800494,142.93,78.61
MMHOSE-300ZX-90TRD,"Nissan 300ZX Turbo Silicone Radiator Hose Kit, 1990-1996, Red",Hoses & Couplers,Sport Compact,5.06,4,10,21,748354023206,142.93,78.61
MMHOSE-350Z-03BK,"Nissan 350Z Silicone Radiator Hose Kit, 2003-2006, Black",Hoses & Couplers,Sport Compact,6,3.5,10,22,748354798463,120.21,66.12
MMHOSE-350Z-03BL,"Nissan 350Z Silicone Radiator Hose Kit, 2003-2006, Blue",Hoses & Couplers,Sport Compact,6,10,3.5,22,748354798470,120.21,66.12
MMHOSE-350Z-03IHBK,"Nissan 350Z Silicone Induction Hose, 2003-2006, Black",Hoses & Couplers,Sport Compact,7.59,12,5,21,748354026474,92.77,51.02
MMHOSE-350Z-03IHBL,"Nissan 350Z Silicone Induction Hose, 2003-2006, Blue",Hoses & Couplers,Sport Compact,7.59,12,5,21,748354026481,92.77,51.02
MMHOSE-350Z-03IHRD,"Nissan 350Z Silicone Induction Hose, 2003-2006, Red",Hoses & Couplers,Sport Compact,7.59,12,5,21,748354026498,92.77,51.02
MMHOSE-350Z-03RD,"Nissan 350Z Silicone Radiator Hose Kit, 2003-2006, Red",Hoses & Couplers,Sport Compact,4.37,3,11,22,748354798487,120.21,66.12
MMHOSE-370Z-09AIBK,"2009-2020 Nissan 370Z Silicone Induction Hose, Black",Hoses & Couplers,Sport Compact,4.37,3,11,22,748354807301,164.71,90.59
MMHOSE-370Z-09AIBL,"2009-2020 Nissan 370Z Silicone Induction Hose, Blue",Hoses & Couplers,Sport Compact,4.37,3,11,22,748354807318,164.71,90.59
MMHOSE-370Z-09AIRD,"2009-2020 Nissan 370Z Silicone Induction Hose, Red",Hoses & Couplers,Sport Compact,4.37,3,11,22,748354807325,164.71,90.59
MMHOSE-370Z-09BK,"2009-2020 Nissan 370Z Silicone Radiator Hose Kit, Black",Hoses & Couplers,Sport Compact,4.37,3,11,22,748354801101,67.41,37.08
MMHOSE-370Z-09BL,"2009-2020 Nissan 370Z Silicone Radiator Hose Kit, Blue",Hoses & Couplers,Sport Compact,4.43,3.5,10,21,748354801118,67.41,37.08
MMHOSE-370Z-09RD,"2009-2020 Nissan 370Z Silicone Radiator Hose Kit, Red",Hoses & Couplers,Sport Compact,4.37,3,11,22,748354801125,67.41,37.08
MMHOSE-3KGT-91BK,"Mitsubishi 3000GT Turbo Silicone Radiator Hose Kit, 1991-1999, Black",Hoses & Couplers,Sport Compact,4.43,3.5,10,21,748354808544,86.14,47.38
MMHOSE-3KGT-91BL,"Mitsubishi 3000GT Turbo Silicone Radiator Hose Kit, 1991-1999, Blue",Hoses & Couplers,Sport Compact,4.43,3.5,10,21,748354808551,86.14,47.38
MMHOSE-3KGT-91RD,"Mitsubishi 3000GT Turbo Silicone Radiator Hose Kit, 1991-1999, Red",Hoses & Couplers,Sport Compact,4.43,3.5,10,21,748354808568,86.14,47.38
MMHOSE-AE86-83BK,"Toyota Corolla Silicone Radiator Hose Kit, 1983-1987, Black",Hoses & Couplers,Sport Compact,6.07,12,4,21,748354022391,92.77,51.02
MMHOSE-AE86-83BL,"Toyota Corolla Silicone Radiator Hose Kit, 1983-1987, Blue",Hoses & Couplers,Sport Compact,6.07,12,4,21,748354022407,92.77,51.02
MMHOSE-AE86-83RD,"Toyota Corolla Silicone Radiator Hose Kit, 1983-1987, Red",Hoses & Couplers,Sport Compact,6.07,12,4,21,748354022414,92.77,51.02
MMHOSE-AUD-TBBK,"Audi S4 Silicone Throttle Body Hose, 2000-2002, Black",Hoses & Couplers,European,4.43,3.5,10,21,748354803044,41.90,23.05
MMHOSE-AUD-TBBL,"Audi S4 Silicone Throttle Body Hose, 2000-2002, Blue",Hoses & Couplers,European,4.43,3.5,10,21,748354803051,41.90,23.05
MMHOSE-AUD-TBRD,"Audi S4 Silicone Throttle Body Hose, 2000-2002, Red",Hoses & Couplers,European,4.43,3.5,10,21,748354803068,41.90,23.05
MMHOSE-BRZ-13BK,"Subaru/Scion/Toyota BRZ/FR-S/86 Silicone Radiator Hose Kit, 2013+, Black",Hoses & Couplers,Sport Compact,7.95,6,10,22,748666003378,147.67,81.22
MMHOSE-BRZ-13BL,"Subaru/Scion/Toyota BRZ/FR-S/86 Silicone Radiator Hose Kit, 2013+, Blue",Hoses & Couplers,Sport Compact,7.95,6,10,22,748666003385,147.67,81.22
MMHOSE-BRZ-13IBK,"13-16 Subaru/Scion/Toyota BRZ/FR-S/86 Induction Hose, Black",Hoses & Couplers,Sport Compact,7.95,6,10,22,748666008793,113.59,62.47
MMHOSE-BRZ-13IBL,"13-16 Subaru/Scion/Toyota BRZ/FR-S/86 Induction Hose, Blue",Hoses & Couplers,Sport Compact,7.95,6,10,22,748666008809,113.59,62.47
MMHOSE-BRZ-13IRD,"13-16 Subaru/Scion/Toyota BRZ/FR-S/86 Induction Hose, Red",Hoses & Couplers,Sport Compact,7.95,6,10,22,748666008816,113.59,62.47
MMHOSE-BRZ-13RD,"Subaru/Scion/Toyota BRZ/FR-S/86 Silicone Radiator Hose Kit, 2013+, Red",Hoses & Couplers,Sport Compact,7.95,6,10,22,748666003392,147.67,81.22
MMHOSE-CC12-4,"Universal Catch Can Hoses 1/2"" x 4",Oil Catch Can Kits & Components,Universal,1,2,6,6,811580034633,8.47,4.66
MMHOSE-CC12-6,"1/2"" x 6 Hose w/ 4 Clamps",Oil Catch Can Kits & Components,Universal,0.87,1,12,12,840197706275,13.53,7.44
MMHOSE-CC38-4,"3/8"" x 4 Hose w/ 4 Clamps",Oil Catch Can Kits & Components,Universal,0.87,1,12,12,840197706282,7.28,4.00
MMHOSE-CC38-6,"3/8"" x 6 Hose w/ 4 Clamps",Oil Catch Can Kits & Components,Universal,0.87,1,12,12,840197706299,14.57,8.01
MMHOSE-CIV-02SIBK,"Honda Civic Si Silicone Radiator Hose Kit, 2002-2005, Black",Hoses & Couplers,Sport Compact,4.43,3.5,10,21,748354807332,63.76,35.07
MMHOSE-CIV-02SIBL,"Honda Civic Si Silicone Radiator Hose Kit, 2002-2005, Blue",Hoses & Couplers,Sport Compact,4.43,3.5,10,21,748354807349,63.76,35.07
MMHOSE-CIV-02SIRD,"Honda Civic Si Silicone Radiator Hose Kit, 2002-2005, Red",Hoses & Couplers,Sport Compact,4.43,3.5,10,21,748354807356,63.76,35.07
MMHOSE-CIV-06BK,"Honda Civic Si Silicone Radiator Hose Kit, 2006-2011, Black",Hoses & Couplers,Sport Compact,4.43,3.5,10,21,748354798234,81.41,44.78
MMHOSE-CIV-06BL,"Honda Civic Si Silicone Radiator Hose Kit, 2006-2011, Blue",Hoses & Couplers,Sport Compact,5,3.5,10,21,748354798241,81.41,44.78
MMHOSE-CIV-06RD,"Honda Civic Si Silicone Radiator Hose Kit, 2006-2011, Red",Hoses & Couplers,Sport Compact,4.43,3.5,10,21,748354798258,81.41,44.78
MMHOSE-CIV-88B16BK,"Honda Civic w/ B16 Engine Silicone Radiator Hose Kit, 1988-1991, Black",Hoses & Couplers,Sport Compact,4.37,3,11,22,748354798142,69.22,38.07
MMHOSE-CIV-88B16BL,"Honda Civic w/ B16 Engine Silicone Radiator Hose Kit, 1988-1991, Blue",Hoses & Couplers,Sport Compact,6.63,5,10,22,748354798159,69.22,38.07
MMHOSE-CIV-88BK,"Honda Civic Silicone Radiator Hose Kit, 1988-1991, Black",Hoses & Couplers,Sport Compact,3.8,3,10,21,748354798111,69.22,38.07
MMHOSE-CIV-88BL,"Honda Civic Silicone Radiator Hose Kit, 1988-1991, Blue",Hoses & Couplers,Sport Compact,5.96,5,9,22,748354798128,69.22,38.07
MMHOSE-CIV-88HH,"Honda Civic Silicone Heater Hose Kit, 1988-1991, Black",Hoses & Couplers,Sport Compact,4.37,3,11,22,748354801330,20.95,11.52
MMHOSE-CIV-88RD,"Honda Civic Silicone Radiator Hose Kit, 1988-1991, Red",Hoses & Couplers,Sport Compact,6.78,5,10,22.5,748354798135,69.22,38.07
MMHOSE-CIV-92B16BK,"Honda Civic w/ B16 Engine Silicone Radiator Hose Kit, 1992-2000, Black",Hoses & Couplers,Sport Compact,4.43,3.5,10,21,748354798203,98.45,54.15
MMHOSE-CIV-92B16BL,"Honda Civic w/ B16 Engine Silicone Radiator Hose Kit, 1992-2000, Blue",Hoses & Couplers,Sport Compact,6.33,5,10,21,748354798210,98.45,54.15
MMHOSE-CIV-92B16RD,"Honda Civic w/ B16 Engine Silicone Radiator Hose Kit, 1992-2000, Red",Hoses & Couplers,Sport Compact,4.37,3,11,22,748354798227,98.45,54.15
MMHOSE-CIV-92BK,"Honda Civic Silicone Radiator Hose Kit, 1992-2000, Black",Hoses & Couplers,Sport Compact,4.37,3,11,22,748354798173,76.67,42.17
MMHOSE-CIV-92BL,"Honda Civic Silicone Radiator Hose Kit, 1992-2000, Blue",Hoses & Couplers,Sport Compact,7.95,6,10,22,748354798180,76.67,42.17
MMHOSE-CIV-92RD,"Honda Civic Silicone Radiator Hose Kit, 1992-2000, Red",Hoses & Couplers,Sport Compact,4.37,3,11,22,748354798197,76.67,42.17
MMHOSE-CTR-17BK,"17-21 Honda Civic Type-R Silicone Coolant Hoses, Black",Hoses & Couplers,Sport Compact,30.36,12,21,20,811580037252,130.63,71.85
MMHOSE-CTR-17BL,"17-21 Honda Civic Type-R Silicone Coolant Hoses, Blue",Hoses & Couplers,Sport Compact,30.36,12,21,20,811580037283,130.63,71.85
MMHOSE-CTR-17MBK,"17-21 Honda Civic Type-R Silicone Coolant Hoses, Matte Black",Hoses & Couplers,Sport Compact,30.36,12,21,20,811580037269,130.63,71.85
MMHOSE-CTR-17RD,"17-21 Honda Civic Type-R Silicone Coolant Hoses, Red",Hoses & Couplers,Sport Compact,30.36,12,21,20,811580037276,130.63,71.85
MMHOSE-D2,"Heat Resistant Silicone Ducting, 2"" x 12",Heat Protection,Universal,15.42,8,8,40,748354803419,62.16,34.19
MMHOSE-D3,"Heat Resistant Silicone Ducting, 3"" x 12",Heat Protection,Universal,15.42,8,8,40,748354803426,73.82,40.60
MMHOSE-D4,"Heat Resistant Silicone Ducting, 4"" x 12",Heat Protection,Universal,27.83,11,10,42,748354803433,93.71,51.54
MMHOSE-DATS-70BK,"Datsun 240Z Silicone Radiator Hose Kit, 1970-1973, Black",Hoses & Couplers,Sport Compact,4.34,6,8,15,748666003408,121.17,66.64
MMHOSE-DATS-70BL,"Datsun 240Z Silicone Radiator Hose Kit, 1970-1973, Blue",Hoses & Couplers,Sport Compact,4.34,6,8,15,748666003415,121.17,66.64
MMHOSE-DATS-70RD,"Datsun 240Z Silicone Radiator Hose Kit, 1970-1973, Red",Hoses & Couplers,Sport Compact,6,6,8,15,748666003422,121.17,66.64
MMHOSE-E30-88BK,"BMW M3 Silicone Radiator Hose Kit, 1988-1991, Black",Hoses & Couplers,European,6.96,5.5,10,21,748354808681,214.88,118.18
MMHOSE-E30-88BL,"BMW M3 Silicone Radiator Hose Kit, 1988-1991, Blue",Hoses & Couplers,European,4.43,3.5,10,21,748354808698,214.88,118.18
MMHOSE-E30-88RD,"BMW M3 Silicone Radiator Hose Kit, 1988-1991, Red",Hoses & Couplers,European,7.29,5.5,10,22,748354808704,214.88,118.18
MMHOSE-E36-92BK,"BMW E36 3-Series Silicone Radiator Hose Kit, 1992-1999, Black",Hoses & Couplers,European,4.37,3,11,22,748354797961,96.55,53.10
MMHOSE-E36-92BL,"BMW E36 3-Series Silicone Radiator Hose Kit, 1992-1999, Blue",Hoses & Couplers,European,2.42,3.5,8.5,13.5,748354797978,96.55,53.10
MMHOSE-E36-92IB35BK,"BMW E36 3-Series w/ 3.5"" HFM Silicone Intake Boot, 1992-1999, Black",Hoses & Couplers,European,7.29,5.5,10,22,748354808629,81.41,44.78
MMHOSE-E36-92IB35BL,"BMW E36 3-Series w/ 3.5"" HFM Silicone Intake Boot, 1992-1999, Blue",Hoses & Couplers,European,7.29,5.5,10,22,748354808636,76.81,42.25
MMHOSE-E36-92IB35RD,"BMW E36 3-Series w/ 3.5"" HFM Silicone Intake Boot, 1992-1999, Red",Hoses & Couplers,European,7.29,5.5,10,22,748354808643,76.81,42.25
MMHOSE-E36-92IBBK,"BMW E36 3-Series Silicone Intake Boot, 1992-1999, Black",Hoses & Couplers,European,7.29,5.5,10,22,748354808599,61.62,33.89
MMHOSE-E36-92IBBL,"BMW E36 3-Series Silicone Intake Boot, 1992-1999, Blue",Hoses & Couplers,European,7.29,5.5,10,22,748354808605,62.85,34.57
MMHOSE-E36-92IBK,"BMW 318i Silicone Radiator Hose Kit, 1992-1999, Black",Hoses & Couplers,European,4.37,3,11,22,748354797992,92.77,51.02
MMHOSE-E36-92IBL,"BMW 318i Silicone Radiator Hose Kit, 1992-1999, Blue",Hoses & Couplers,European,4.43,3.5,10,21,748354798005,92.77,51.02
MMHOSE-E36-92IBRD,"BMW E36 3-Series Silicone Intake Boot, 1992-1999, Red",Hoses & Couplers,European,5,15,6,8,748354808612,62.85,34.57
MMHOSE-E36-92IRD,"BMW 318i Silicone Radiator Hose Kit, 1992-1999, Red",Hoses & Couplers,European,4.43,3.5,10,21,748354798012,92.77,51.02
MMHOSE-E36-92RD,"BMW E36 3-Series Silicone Radiator Hose Kit, 1992-1999, Red",Hoses & Couplers,European,4.37,3,11,22,748354797985,96.55,53.10
MMHOSE-E46-01IBK,"BMW E46 M3 Silicone Intake Boot, 2001-2006, Black",Hoses & Couplers,European,7.29,5.5,10,22,748354808650,86.14,47.38
MMHOSE-E46-01IBL,"BMW E46 M3 Silicone Intake Boot, 2001-2006, Blue",Hoses & Couplers,European,7.29,5.5,10,22,748354808667,86.14,47.38
MMHOSE-E46-01IRD,"BMW E46 M3 Silicone Intake Boot, 2001-2006, Red",Hoses & Couplers,European,4.7,6.5,8,15,748354808674,86.14,47.38
MMHOSE-E46-99BK,"BMW E46 M3 Silicone Radiator Hose Kit, 2001-2006, Black",Hoses & Couplers,European,4.43,3.5,10,21,748354799491,69.22,38.07
MMHOSE-E46-99BL,"BMW E46 M3 Silicone Radiator Hose Kit, 2001-2006, Blue",Hoses & Couplers,European,4.43,3.5,10,21,748354799484,69.22,38.07
MMHOSE-E46-99RD,"BMW E46 M3 Silicone Radiator Hose Kit, 2001-2006, Red",Hoses & Couplers,European,7.29,5.5,10,22,748354799477,69.22,38.07
MMHOSE-E46-NONMBK,"BMW E46 3-Series Silicone Radiator Hose Kit, 1999-2006, Black",Hoses & Couplers,European,6.07,12,4,21,748354023510,143.35,78.84
MMHOSE-E46-NONMBL,"BMW E46 3-Series Silicone Radiator Hose Kit, 1999-2006, Blue",Hoses & Couplers,European,6.07,12,4,21,748354023527,151.45,83.30
MMHOSE-E46-NONMRD,"BMW E46 3-Series Silicone Radiator Hose Kit, 1999-2006, Red",Hoses & Couplers,European,6.07,12,4,21,748354023534,143.35,78.84
MMHOSE-E90-06IHBK,"BMW E9X 3-Series N52 Silicone Induction Hose, 2006-2013, Black",Hoses & Couplers,European,7.59,12,5,21,748354024586,53.58,29.47
MMHOSE-E90-06IHBL,"BMW E9X 3-Series N52 Silicone Induction Hose, 2006-2013, Blue",Hoses & Couplers,European,7.59,12,5,21,748354024593,53.58,29.47
MMHOSE-E90-06IHRD,"BMW E9X 3-Series N52 Silicone Induction Hose, 2006-2013, Red",Hoses & Couplers,European,7.59,12,5,21,748354024609,53.58,29.47
